"hvfhs_license_num","dispatching_base_num","originating_base_num","request_datetime","on_scene_datetime","pickup_datetime","dropoff_datetime","PULocationID","DOLocationID","trip_miles","trip_time","base_passenger_fare","tolls","bcf","sales_tax","congestion_surcharge","airport_fee","tips","driver_pay","shared_request_flag","shared_match_flag","access_a_ride_flag","wav_request_flag","wav_match_flag"
"HV0005","B02510",NA,"2020-04-30 20:06:37",NA,"2020-04-30 20:12:31","2020-04-30 20:30:18",232,42,9.323,1067,25.28,0,0.63,2.24,2.75,NA,0,19.28,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:29:53",NA,"2020-04-30 20:34:34","2020-04-30 20:46:50",42,127,4.737,736,16.08,0,0.4,1.43,0,NA,0,11.42,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:02:06",NA,"2020-04-30 20:07:48","2020-04-30 20:18:00",247,159,2.445,612,10.01,0,0.25,0.89,0,NA,0,7.84,"N","N","N","N","N"
"HV0003","B02836","B02836","2020-04-30 20:23:36","2020-04-30 20:25:26","2020-04-30 20:27:47","2020-04-30 20:35:58",60,159,1.54,491,8.03,0,0.2,0.71,0,NA,0,5.92,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 19:59:39","2020-04-30 20:01:19","2020-04-30 20:03:21","2020-04-30 20:13:04",119,136,2.06,583,9.51,0,0.24,0.84,0,NA,0,7.48,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 20:13:30","2020-04-30 20:16:55","2020-04-30 20:19:00","2020-04-30 20:30:37",136,243,2.4,697,11.19,0,0.28,0.99,0,NA,0,8.81,"N","N"," ","N","N"
"HV0003","B02870","B02870","2020-04-30 20:19:39","2020-04-30 20:22:08","2020-04-30 20:24:08","2020-04-30 20:30:32",235,169,1.17,384,7.95,0,0.2,0.71,0,NA,0,5.86,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:26:20",NA,"2020-04-30 20:32:21","2020-04-30 20:35:26",243,243,0.559,185,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0003","B02864","B02864","2020-04-30 20:02:32","2020-04-30 20:05:03","2020-04-30 20:06:49","2020-04-30 20:17:27",89,26,1.9,638,9.23,0,0.23,0.82,0,NA,0,7.43,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:14:08","2020-04-30 20:17:27","2020-04-30 20:18:47","2020-04-30 20:26:00",26,22,1.66,433,8.45,0,0.21,0.75,0,NA,0,5.45,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:27:12","2020-04-30 20:30:19","2020-04-30 20:30:53","2020-04-30 20:56:38",22,35,7.33,1545,28.99,0,0.72,2.57,0,NA,0,21.01,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:57:27","2020-04-30 20:57:55","2020-04-30 20:59:27","2020-04-30 21:26:33",35,146,15.01,1626,35.65,0,0.89,3.16,0,NA,0,30.16,"N","N"," ","N","N"
"HV0003","B02887","B02887","2020-04-30 20:19:46","2020-04-30 20:23:53","2020-04-30 20:26:18","2020-04-30 20:39:18",169,235,1.24,780,12.69,0,0.32,1.13,0,NA,0,8.81,"N","N"," ","N","N"
"HV0003","B02887","B02887","2020-04-30 20:41:43","2020-04-30 20:43:28","2020-04-30 20:44:44","2020-04-30 21:05:32",235,48,9.62,1248,28.44,0,0.71,2.52,2.75,NA,0,21.05,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:43:22",NA,"2020-04-30 20:46:27","2020-04-30 20:58:20",119,169,2.909,713,11.51,0,0.29,1.02,0,NA,0,9.2,"N","N","N","N","N"
"HV0003","B02764","B02764","2020-04-30 20:28:33","2020-04-30 20:32:36","2020-04-30 20:35:12","2020-04-30 20:41:43",168,119,1.92,391,8.15,0,0.2,0.72,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02884","B02884","2020-04-30 20:17:51","2020-04-30 20:19:03","2020-04-30 20:20:21","2020-04-30 20:25:37",129,83,1.57,316,8.69,0,0.22,0.77,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02884","B02884","2020-04-30 20:45:21","2020-04-30 20:46:40","2020-04-30 20:47:52","2020-04-30 21:00:22",197,131,3.6,750,16.04,0,0.4,1.42,0,NA,0,10.24,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:41:16","2020-04-30 20:44:42","2020-04-30 20:46:58","2020-04-30 20:58:36",242,60,2.97,698,12.68,0,0.32,1.13,0,NA,0,9.11,"N","N"," ","N","N"
"HV0003","B02395","B02395","2020-04-30 20:09:58","2020-04-30 20:11:47","2020-04-30 20:14:30","2020-04-30 20:29:52",241,213,6.36,923,20.01,0,0,0,0,NA,0,14.74,"N","N"," ","N","N"
"HV0003","B02395","B02395","2020-04-30 20:46:55","2020-04-30 20:52:03","2020-04-30 20:53:17","2020-04-30 21:01:43",126,182,2.72,506,10.23,0,0,0,0,NA,0,7.24,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:17:53",NA,"2020-04-30 20:21:54","2020-04-30 20:32:36",35,177,2.17,642,8.84,0,0.22,0.78,0,NA,0,7.78,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:41:46",NA,"2020-04-30 20:52:58","2020-04-30 21:00:59",63,258,1.03,481,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0003","B02883","B02883","2020-04-30 20:16:45","2020-04-30 20:21:57","2020-04-30 20:23:32","2020-04-30 20:31:35",124,124,1.75,483,7.33,0,0.18,0.65,0,NA,0,5.97,"N","N"," ","N","N"
"HV0003","B02883","B02883","2020-04-30 20:40:47","2020-04-30 20:41:33","2020-04-30 20:44:13","2020-04-30 20:56:38",180,63,3.08,745,14.21,0,0.36,1.26,0,NA,0,9.64,"N","N"," ","N","N"
"HV0003","B02883","B02883","2020-04-30 20:57:12","2020-04-30 20:58:01","2020-04-30 20:58:48","2020-04-30 21:15:49",76,91,3.75,1021,15.76,0,0.39,1.4,0,NA,0,12.68,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 19:56:34","2020-04-30 19:58:16","2020-04-30 20:00:01","2020-04-30 20:08:07",235,136,1.98,486,8.51,0,0.21,0.76,0,NA,0,6.25,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:07:26","2020-04-30 20:11:32","2020-04-30 20:12:55","2020-04-30 20:19:08",128,241,0.9,373,6.99,0,0.17,0.62,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:48:06","2020-04-30 20:48:44","2020-04-30 20:51:52","2020-04-30 21:04:09",119,241,2.59,737,12.27,0,0.31,1.09,0,NA,0,9.02,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:48:27","2020-04-30 20:55:40","2020-04-30 20:56:59","2020-04-30 21:11:14",64,191,4.6,855,19.57,0,0.49,1.74,0,NA,0,12.23,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:03:25",NA,"2020-04-30 20:03:48","2020-04-30 20:53:18",233,265,35.605,2970,85.77,0.67,2.16,7.67,2.75,NA,5,70.38,"N","N","N","N","N"
"HV0003","B02764","B02764","2020-04-30 20:23:22","2020-04-30 20:26:08","2020-04-30 20:27:45","2020-04-30 20:37:57",198,80,2.67,612,11.54,0,0.29,1.02,0,NA,0,8.07,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 20:25:00","2020-04-30 20:28:02","2020-04-30 20:29:34","2020-04-30 20:32:42",169,69,0.67,188,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02617","B02617","2020-04-30 20:13:23","2020-04-30 20:15:37","2020-04-30 20:18:17","2020-04-30 20:25:59",78,47,1.77,462,7.33,0,0.18,0.65,0,NA,0,5.81,"N","N"," ","N","N"
"HV0003","B02617","B02617","2020-04-30 20:42:01","2020-04-30 20:42:17","2020-04-30 20:43:59","2020-04-30 20:50:11",69,247,1.13,372,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02617","B02617","2020-04-30 20:51:24","2020-04-30 20:52:21","2020-04-30 20:54:10","2020-04-30 21:03:44",235,78,2.04,574,7.99,0,0.2,0.71,0,NA,0,7.05,"N","N"," ","N","N"
"HV0003","B02871","B02871","2020-04-30 20:09:57","2020-04-30 20:10:33","2020-04-30 20:13:37","2020-04-30 20:22:42",61,37,1.89,545,8.86,0,0.35,0.8,0,NA,5,6.64,"N","N"," ","N","N"
"HV0003","B02871","B02871","2020-04-30 20:23:42","2020-04-30 20:27:41","2020-04-30 20:30:25","2020-04-30 20:57:27",36,191,10.86,1622,30.78,0,0.77,2.73,0,NA,0,25.55,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:40:52",NA,"2020-04-30 20:43:26","2020-04-30 20:58:44",262,152,4.512,918,14.47,0,0.36,1.28,2.75,NA,0,12.7,"N","N","N","N","N"
"HV0003","B02883","B02883","2020-04-30 20:22:03","2020-04-30 20:26:14","2020-04-30 20:27:27","2020-04-30 20:50:55",26,207,14.4,1408,37.8,0,0.95,3.35,0,NA,0,27.67,"N","N"," ","N","N"
"HV0003","B02883","B02883","2020-04-30 20:52:22","2020-04-30 20:55:26","2020-04-30 20:57:41","2020-04-30 21:01:17",7,7,0.85,216,6.99,0,0.17,0.62,0,NA,0,5.39,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:47:03",NA,"2020-04-30 20:51:22","2020-04-30 21:06:01",262,50,3.936,879,16.24,0,0.41,1.44,2.75,NA,5.21,11.74,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:15:18",NA,"2020-04-30 20:20:28","2020-04-30 20:26:42",169,241,1.739,374,8.12,0,0.2,0.72,0,NA,0,5.47,"N","N","N","N","N"
"HV0003","B02864","B02864","2020-04-30 19:56:18","2020-04-30 19:57:57","2020-04-30 20:00:14","2020-04-30 20:11:00",69,94,2.06,646,11.02,0,0.28,0.98,0,NA,0,7.68,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:22:39","2020-04-30 20:30:40","2020-04-30 20:31:31","2020-04-30 20:48:33",241,241,2.79,1022,12.49,0,0.31,1.11,0,NA,0,11.62,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:53:32",NA,"2020-04-30 20:59:28","2020-04-30 21:11:10",75,69,3.605,702,13.16,0,0.33,1.17,0,NA,0,9.88,"N","N","N","N","N"
"HV0003","B02764","B02764","2020-04-30 20:01:34","2020-04-30 20:05:13","2020-04-30 20:07:30","2020-04-30 20:30:48",89,262,13.94,1398,35.52,0,0.89,3.15,2.75,NA,0,27.07,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:34:39","2020-04-30 20:35:45","2020-04-30 20:38:24","2020-04-30 20:59:16",75,81,12.57,1252,34.41,6.12,1.01,3.6,0,NA,0,24.34,"N","N"," ","N","N"
"HV0003","B02395","B02395","2020-04-30 20:10:43","2020-04-30 20:13:59","2020-04-30 20:15:46","2020-04-30 20:24:50",219,215,2.93,544,11.87,0,0,0,0,NA,0,7.78,"N","N"," ","N","N"
"HV0003","B02395","B02395","2020-04-30 20:24:58","2020-04-30 20:28:11","2020-04-30 20:30:42","2020-04-30 20:48:57",215,77,6.43,1095,24.21,0,0,0,0,NA,0,16.25,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:26:09","2020-04-30 20:30:04","2020-04-30 20:31:22","2020-04-30 21:14:57",76,76,2.82,2615,33.32,0,0.83,2.96,0,NA,0,24.99,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 20:32:36","2020-04-30 20:36:52","2020-04-30 20:38:54","2020-04-30 20:43:17",41,166,0.85,263,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 20:43:02","2020-04-30 20:44:36","2020-04-30 20:46:03","2020-04-30 20:54:54",152,74,1.75,531,8.45,0,0.21,0.75,0,NA,0,6.37,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:07:15",NA,"2020-04-30 20:12:19","2020-04-30 20:17:37",74,74,1.155,318,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:36:58",NA,"2020-04-30 20:38:57","2020-04-30 20:52:31",244,47,3.028,814,13.91,0,0.35,1.23,0,NA,0,10.18,"N","N","N","N","N"
"HV0003","B02835","B02835","2020-04-30 20:19:53","2020-04-30 20:21:04","2020-04-30 20:22:00","2020-04-30 20:32:40",41,244,4.92,640,13.53,0,0.34,1.2,0,NA,0,10.78,"N","N"," ","N","N"
"HV0003","B02765","B02765","2020-04-30 19:58:59","2020-04-30 20:02:57","2020-04-30 20:04:43","2020-04-30 20:38:07",76,62,6.22,2004,27.83,0,0.7,2.47,0,NA,0,23.63,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:00:36",NA,"2020-04-30 20:07:20","2020-04-30 20:18:39",69,47,1.699,679,8.81,0,0.22,0.78,0,NA,0,7.57,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:44:45",NA,"2020-04-30 20:54:05","2020-04-30 21:11:05",153,74,7.013,1020,21.6,0,0.54,1.92,0,NA,0,16.33,"N","N","N","N","N"
"HV0003","B02872","B02872","2020-04-30 20:11:58","2020-04-30 20:14:59","2020-04-30 20:16:22","2020-04-30 20:27:15",220,265,2.92,653,11.53,0,0.29,1.02,0,NA,0,10.56,"N","N"," ","N","N"
"HV0003","B02872","B02872","2020-04-30 20:37:01","2020-04-30 20:41:18","2020-04-30 20:43:58","2020-04-30 20:50:59",220,127,2.88,421,10.77,0,0.27,0.96,0,NA,0,7.91,"N","N"," ","N","N"
"HV0003","B02872","B02872","2020-04-30 20:53:51","2020-04-30 20:55:18","2020-04-30 20:57:52","2020-04-30 21:06:21",243,153,2,510,9.97,0,0.25,0.88,0,NA,0,6.47,"N","N"," ","N","N"
"HV0003","B02871","B02871","2020-04-30 20:04:46","2020-04-30 20:09:30","2020-04-30 20:11:18","2020-04-30 20:32:28",239,148,6.43,1270,20.52,0,0.51,1.82,2.75,NA,0,17.72,"N","N"," ","N","N"
"HV0003","B02871","B02871","2020-04-30 20:31:58","2020-04-30 20:34:42","2020-04-30 20:36:09","2020-04-30 20:39:35",79,79,0.76,206,7.33,0,0.18,0.65,2.75,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02871","B02871","2020-04-30 20:40:54","2020-04-30 20:42:46","2020-04-30 20:43:54","2020-04-30 20:58:17",79,75,5.99,863,19.24,0,0.63,1.72,2.75,NA,6.08,13.83,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:04:20",NA,"2020-04-30 20:10:11","2020-04-30 20:34:39",258,256,6.46,1468,31.56,0,0.79,2.8,0,NA,0,19.46,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:54:02",NA,"2020-04-30 20:58:43","2020-04-30 21:01:49",256,255,0.744,186,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0003","B02879","B02879","2020-04-30 20:04:12","2020-04-30 20:05:24","2020-04-30 20:06:23","2020-04-30 20:15:05",182,213,1.82,522,9.16,0,0.23,0.81,0,NA,0,6.37,"N","N"," ","N","N"
"HV0003","B02879","B02879","2020-04-30 20:14:48","2020-04-30 20:15:05","2020-04-30 20:17:48","2020-04-30 20:27:23",213,167,2.3,575,11.49,0,0.29,1.02,0,NA,0,7.34,"N","N"," ","N","N"
"HV0003","B02879","B02879","2020-04-30 20:34:15","2020-04-30 20:34:22","2020-04-30 20:35:04","2020-04-30 20:47:04",20,208,5.96,720,16.81,0,0.42,1.49,0,NA,0,12.6,"N","N"," ","N","N"
"HV0003","B02879","B02879","2020-04-30 20:43:44","2020-04-30 20:47:40","2020-04-30 20:48:26","2020-04-30 21:02:20",208,208,3.21,834,17.16,0,0.43,1.52,0,NA,0,10.51,"N","N"," ","N","N"
"HV0003","B02880","B02880","2020-04-30 20:12:10","2020-04-30 20:15:51","2020-04-30 20:17:51","2020-04-30 20:22:55",254,254,0.82,304,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02880","B02880","2020-04-30 20:25:46","2020-04-30 20:25:58","2020-04-30 20:30:06","2020-04-30 20:46:28",254,127,6.01,982,18.63,0,0.47,1.65,0,NA,0,14.85,"N","N"," ","N","N"
"HV0003","B02880","B02880","2020-04-30 20:51:09","2020-04-30 20:52:07","2020-04-30 20:53:41","2020-04-30 21:04:06",127,240,5.3,625,15.79,0,0.39,1.4,0,NA,0,11.07,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:06:15","2020-04-30 20:08:45","2020-04-30 20:10:00","2020-04-30 20:40:02",167,14,21.54,1802,50.99,6.12,1.43,5.07,0,NA,0,38.83,"N","N"," ","N","N"
"HV0003","B02884","B02884","2020-04-30 19:55:30","2020-04-30 19:59:11","2020-04-30 20:03:12","2020-04-30 20:17:30",78,263,7,858,21.35,6.12,0.69,2.44,2.75,NA,0,14.89,"N","N"," ","N","N"
"HV0003","B02884","B02884","2020-04-30 20:20:27","2020-04-30 20:22:23","2020-04-30 20:26:03","2020-04-30 20:37:33",75,42,3.87,690,9.24,0,0.23,0.82,0,NA,0,10.04,"N","N"," ","N","N"
"HV0003","B02884","B02884","2020-04-30 20:38:49","2020-04-30 20:40:51","2020-04-30 20:42:41","2020-04-30 20:45:56",74,74,1.31,195,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02872","B02872","2020-04-30 20:56:09","2020-04-30 20:56:18","2020-04-30 20:58:04","2020-04-30 21:12:42",223,80,6.32,878,18.6,0,0.47,1.65,0,NA,0,14.32,"N","N"," ","N","N"
"HV0003","B02878","B02878","2020-04-30 20:09:02","2020-04-30 20:12:16","2020-04-30 20:13:30","2020-04-30 20:27:39",51,20,4.5,849,15.01,0,0.38,1.33,0,NA,0,12.07,"N","N"," ","N","N"
"HV0003","B02878","B02878","2020-04-30 20:32:12","2020-04-30 20:33:20","2020-04-30 20:36:08","2020-04-30 20:47:33",78,235,2.54,685,12.51,0,0.31,1.11,0,NA,0,8.53,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:07:41",NA,"2020-04-30 20:15:14","2020-04-30 20:23:33",116,244,1.627,499,9.19,0,0.23,0.82,0,NA,0,5.98,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:25:46",NA,"2020-04-30 20:32:57","2020-04-30 21:01:47",244,244,6.813,1730,29.4,0,0.74,2.61,0,NA,0,22.05,"N","N","N","N","N"
"HV0003","B02764","B02764","2020-04-30 20:08:31","2020-04-30 20:09:42","2020-04-30 20:10:55","2020-04-30 20:18:04",18,174,1.85,429,8.2,0,0.21,0.73,0,NA,0,5.63,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:46:33","2020-04-30 20:46:45","2020-04-30 20:47:31","2020-04-30 20:57:15",247,235,3.65,584,11.49,0,0.29,1.02,0,NA,0,8.92,"N","N"," ","N","N"
"HV0003","B02887","B02887","2020-04-30 20:05:30","2020-04-30 20:06:55","2020-04-30 20:09:43","2020-04-30 20:25:26",62,65,3.09,943,14.46,0,0.36,1.28,0,NA,0,11.29,"N","N"," ","N","N"
"HV0003","B02887","B02887","2020-04-30 20:49:48","2020-04-30 20:53:35","2020-04-30 20:56:47","2020-04-30 21:31:09",61,117,16.07,2062,37.3,0,0.93,3.31,0,NA,0,34.98,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:06:55",NA,"2020-04-30 20:12:37","2020-04-30 20:21:37",126,248,1.735,540,8.29,0,0.21,0.74,0,NA,0,6.45,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:32:07",NA,"2020-04-30 20:35:44","2020-04-30 21:00:07",248,230,10.771,1463,34.39,1.58,0.9,3.19,2.75,NA,2,24.21,"N","N","N","N","N"
"HV0003","B02875","B02875","2020-04-30 20:31:06","2020-04-30 20:33:08","2020-04-30 20:35:44","2020-04-30 21:05:31",41,80,11.11,1787,40.93,0,1.02,3.63,2.75,NA,0,27.21,"N","N"," ","N","N"
"HV0003","B02682","B02682","2020-04-30 20:37:10","2020-04-30 20:40:52","2020-04-30 20:41:44","2020-04-30 21:08:02",167,226,11.52,1578,32.2,6.12,0.96,3.4,0,NA,0,25.91,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:03:17","2020-04-30 20:04:13","2020-04-30 20:05:48","2020-04-30 20:40:45",69,228,17.32,2097,44.95,0,1.12,3.99,2.75,NA,0,36.65,"N","N"," ","N","N"
"HV0003","B02870","B02870","2020-04-30 20:09:51","2020-04-30 20:12:04","2020-04-30 20:12:29","2020-04-30 20:17:09",212,248,0.69,280,6.99,0,0.17,0.62,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02870","B02870","2020-04-30 20:16:23","2020-04-30 20:17:09","2020-04-30 20:20:04","2020-04-30 20:31:44",248,167,3.64,700,13.08,0,0.33,1.16,0,NA,0,9.87,"N","N"," ","N","N"
"HV0003","B02870","B02870","2020-04-30 20:31:37","2020-04-30 20:31:52","2020-04-30 20:33:32","2020-04-30 20:38:14",147,167,1.09,282,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02870","B02870","2020-04-30 20:38:10","2020-04-30 20:38:40","2020-04-30 20:40:44","2020-04-30 21:01:48",159,31,8.82,1264,27.07,0,0.68,2.4,0,NA,0,20.3,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:03:43","2020-04-30 20:03:51","2020-04-30 20:06:36","2020-04-30 20:10:12",116,152,0.46,216,7.2,0,0.31,0.65,0,NA,5,5.39,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:08:29","2020-04-30 20:24:40","2020-04-30 20:25:41","2020-04-30 20:48:19",75,75,5.33,1358,21.79,0,0.54,1.93,0,NA,0,17.24,"N","N"," ","N","N"
"HV0003","B02764","B02764","2020-04-30 20:51:44","2020-04-30 20:52:44","2020-04-30 20:55:32","2020-04-30 21:18:13",263,254,10.62,1361,31.99,0,0.8,2.84,2.75,NA,0,23.11,"N","N"," ","N","N"
"HV0003","B02836","B02836","2020-04-30 20:12:59","2020-04-30 20:16:06","2020-04-30 20:17:27","2020-04-30 20:26:31",62,35,2.54,544,11.02,0,0.28,0.98,0,NA,0,7.36,"N","N"," ","N","N"
"HV0003","B02836","B02836","2020-04-30 20:25:21","2020-04-30 20:26:32","2020-04-30 20:28:33","2020-04-30 20:40:54",35,61,1.87,741,8.35,0,0.21,0.74,0,NA,0,8.26,"N","N"," ","N","N"
"HV0003","B02836","B02836","2020-04-30 20:39:27","2020-04-30 20:45:14","2020-04-30 20:47:11","2020-04-30 21:00:33",177,76,3.59,802,16.46,0,0.41,1.46,0,NA,0,10.67,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:02:51",NA,"2020-04-30 20:07:17","2020-04-30 20:12:27",61,97,1.366,310,7.3,0,0.18,0.65,0,NA,2,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:21:17",NA,"2020-04-30 20:30:50","2020-04-30 20:44:26",61,76,3.488,816,13.2,0,0.33,1.17,0,NA,0,10.7,"N","N","N","N","N"
"HV0003","B02617","B02617","2020-04-30 20:43:24","2020-04-30 20:46:55","2020-04-30 20:47:22","2020-04-30 20:50:26",63,63,0.72,184,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02617","B02617","2020-04-30 20:51:31","2020-04-30 20:54:51","2020-04-30 20:56:25","2020-04-30 21:01:41",76,77,1.11,316,10.27,0,0.26,0.91,0,NA,0,6.89,"N","N"," ","N","N"
"HV0003","B02883","B02883","2020-04-30 19:56:18","2020-04-30 19:58:51","2020-04-30 20:01:19","2020-04-30 20:25:45",21,39,5.8,1466,26.19,0,0.65,2.32,0,NA,0,18.67,"N","N"," ","N","N"
"HV0003","B02883","B02883","2020-04-30 20:28:11","2020-04-30 20:30:31","2020-04-30 20:31:25","2020-04-30 20:41:15",39,71,2.19,590,8.99,0,0.22,0.8,0,NA,0,7.35,"N","N"," ","N","N"
"HV0003","B02883","B02883","2020-04-30 20:56:19","2020-04-30 20:57:03","2020-04-30 20:59:55","2020-04-30 21:15:18",26,21,2.39,923,13.8,0,0.35,1.22,0,NA,0,10.35,"N","N"," ","N","N"
"HV0003","B02865","B02865","2020-04-30 20:19:06","2020-04-30 20:20:58","2020-04-30 20:22:31","2020-04-30 20:49:07",21,76,13.07,1596,33.37,0,0.82,2.9,0,NA,0,27.77,"N","N"," ","N","N"
"HV0003","B02865","B02865","2020-04-30 20:46:42","2020-04-30 20:54:15","2020-04-30 20:56:38","2020-04-30 21:03:05",180,258,1.5,387,7.33,0,0.18,0.65,0,NA,0,5.39,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:17:29",NA,"2020-04-30 20:22:00","2020-04-30 20:23:55",233,137,0.404,115,7.3,0,0.18,0.65,2.75,NA,1,5.47,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:17:13",NA,"2020-04-30 20:27:54","2020-04-30 20:52:39",170,265,5.746,1485,23.29,20,1.08,0,0,NA,0,19.94,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:33:21",NA,"2020-04-30 20:42:06","2020-04-30 20:48:18",119,247,0.998,372,7.3,0,0.18,0.65,0,NA,0,5.47,"N","N","N","N","N"
"HV0003","B02864","B02864","2020-04-30 20:56:41","2020-04-30 20:57:27","2020-04-30 20:59:27","2020-04-30 21:11:18",42,69,2.11,711,10.5,0,0.26,0.93,0,NA,0,8.27,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 20:29:55",NA,"2020-04-30 20:33:06","2020-04-30 20:52:48",140,147,5.855,1182,22.42,0.93,0.58,2.07,2.75,NA,0,16.4,"N","N","N","N","N"
"HV0003","B02864","B02864","2020-04-30 19:57:26","2020-04-30 20:01:13","2020-04-30 20:02:19","2020-04-30 20:06:27",87,148,0.79,248,7.33,0,0.18,0.65,2.75,NA,0,5.39,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:18:12","2020-04-30 20:18:53","2020-04-30 20:20:11","2020-04-30 20:44:31",170,63,14.4,1460,30.69,6.12,0.92,3.27,2.75,NA,0,28.1,"N","N"," ","N","N"
"HV0003","B02864","B02864","2020-04-30 20:44:36","2020-04-30 20:47:53","2020-04-30 20:50:34","2020-04-30 20:56:45",63,258,1,372,7.45,0,0.19,0.66,0,NA,0,5.48,"N","N"," ","N","N"
"HV0003","B02869","B02869","2020-04-30 20:40:15","2020-04-30 20:42:11","2020-04-30 20:44:02","2020-04-30 20:56:49",164,231,3.08,767,13,0,0.38,1.16,2.75,NA,2,9.82,"N","N"," ","N","N"
"HV0005","B02510",NA,"2020-04-30 19:57:16",NA,"2020-04-30 20:00:31","2020-04-30 20:13:19",42,69,2.718,768,13.68,0,0.34,1.21,0,NA,0,9.45,"N","N","N","N","N"
"HV0005","B02510",NA,"2020-04-30 20:03:10",NA,"2020-04-30 20:12:16","2020-04-30 20:31:22",137,36,8.011,1146,20.79,2.87,0.59,2.1,2.75,NA,0,18.49,"N","N","N","N","N"
"HV0003","B02879","B02879","2020-04-30 19:57:29","2020-04-30 19:59:38","2020-04-30 20:01:54","2020-04-30 20:14:25",159,235,4.06,751,15.26,0,0.38,1.35,0,NA,0,10.76,"N","N"," ","N","N"
